cus_state,cus_city,cus_fullname,Transaction ID,paym_type,Customer ID,cus_postal,cus_gender,cus_bdate,cus_age,order_id,order_detail,order_date,order_total,order_barcode,time_id,transac_id,total_sales,total_discount,prod_id,prod_name,prod_cate,prod_price,prod_size,prod_cost,store_id-1,time_id-1,time_date,time_month,time_quater,time_year
NC,Raleigh,Joseph Brown,TS0047,Cash,C0047,27601,Other,24/11/1996 AD,28,OR0047,"FÃ–RSIKTIG, ULRIKSBERG, LOBERGET / SIBBEN",7/8/2021 AD,3,5360f18e00047,TM0047,TS0047,4594,52,PD1735,TROFAST,Children's furniture,15,Big,8,S1735,TM0047,7,8,Q3,2021
NE,Lincoln,Richard Martinez,TS0048,Debit Card,C0048,68508,Female,16/8/2004 AD,20,OR0048,MELLTORP / NISSE,29/5/2021 AD,1,5360f18e00048,TM0048,TS0048,4478,87,PD1075,KARLJAN,Chairs,125,Medium,122,S1075,TM0048,29,5,Q2,2021
KY,Frankfort,Elizabeth Smith,TS0049,Cash,C0049,40601,Other,21/5/2008 AD,16,OR0049,"TROGEN, KYRRE, SUNDVIK, MACKAPÃ„R, NILSERIK, PLATSA, BLÃ…MES, NOMINELL",26/10/2022 AD,8,5360f18e00049,TM0049,TS0049,4676,81,PD1222,FRANKLIN,Chairs,149,Big,139,S1222,TM0049,26,10,Q4,2022
MO,Jefferson City,Sarah Anderson,TS0050,Cash,C0050,65101,Female,21/5/2008 AD,16,OR0050,"LAIVA, MOSSARYD, BENARP, STENSELE / RÃ–NNINGE, NIKKEBY, AGEN, FLISAT",30/6/2021 AD,7,5360f18e00050,TM0050,TS0050,1463,79,PD0108,VITVAL,Beds,329,Big,324,S0108,TM0050,30,6,Q2,2021
AL,Montgomery,John Johnson,TS0051,Debit Card,C0051,36104,Other,14/10/2007 AD,17,OR0051,"DELAKTIG, ELSEBET, BRIMNES, BAGGANÃ„S, TRANARÃ–, SKUBB",24/5/2020 AD,6,5360f18e00051,TM0051,TS0051,2860,96,PD1447,JANINGE,Chairs,595,Big,591,S1447,TM0051,24,5,Q2,2020
IA,Des Moines,William Moore,TS0052,Credit Card,C0052,50309,Other,9/10/1999 AD,25,OR0052,"SOLGUL, VIMUND",7/11/2019 AD,2,5360f18e00052,TM0052,TS0052,2665,69,PD1233,JUSTINA,Chairs,19,Small,13,S1233,TM0052,7,11,Q4,2019
MD,Annapolis,Susan Thomas,TS0053,Credit Card,C0053,21401,Other,26/6/1996 AD,28,OR0053,"HAUGA, VITVAL",6/2/2021 AD,2,5360f18e00053,TM0053,TS0053,3342,78,PD1279,EKEDALEN / HENRIKSDAL,Chairs,2765,Medium,2755,S1279,TM0053,6,2,Q1,2021
DE,Dover,Michael Johnson,TS0054,Cash,C0054,19901,Male,1/12/1989 AD,35,OR0054,"NISSE, EKEDALEN, STIG, KROKHOLMEN, BORTBERG, VÃ„STANBY/VÃ„STANÃ… / BERNHARD, CILLA, SÃ–DERHAMN, VITTSJÃ–, NORRNÃ„S",31/3/2022 AD,10,5360f18e00054,TM0054,TS0054,2432,69,PD1087,KYRRE,Chairs,60,Big,58,S1087,TM0054,31,3,Q1,2022
NC,Raleigh,Jessica Taylor,TS0055,Cash,C0055,27601,Other,30/9/1989 AD,35,OR0055,"MOSTORP, RÃ–NNINGE / RÃ–NNINGE, STIG, MICKE, NOTVIKEN",18/11/2023 AD,5,5360f18e00055,TM0055,TS0055,1418,80,PD1654,NORDLI,Chests of drawers & drawer units,1320,Medium,1310,S1654,TM0055,18,11,Q4,2023
TN,Nashville,David Wilson,TS0056,Credit Card,C0056,37219,Other,1/7/2004 AD,20,OR0056,"BUSUNGE, NORDVIKEN, LEIFARNE",6/5/2020 AD,3,5360f18e00056,TM0056,TS0056,2376,64,PD1428,EKEDALEN / HENRIKSDAL,Chairs,2765,Small,2759,S1428,TM0056,6,5,Q2,2020
KY,Frankfort,Patricia Taylor,TS0057,Credit Card,C0057,40601,Other,29/6/1984 AD,40,OR0057,"BESTÃ…, DELAKTIG",31/5/2019 AD,2,5360f18e00057,TM0057,TS0057,4055,65,PD1578,HEMNES,Chests of drawers & drawer units,70,Small,65,S1578,TM0057,31,5,Q2,2019
NC,Raleigh,Robert Anderson,TS0058,Credit Card,C0058,27601,Other,24/8/1993 AD,31,OR0058,"STENSELE, BORTBERG, MÃ–RBYLÃ…NGA / VOLFGANG, NORRNÃ„S, NORDVIKEN / LEIFARNE, LÃ…NGFJÃ„LL",25/12/2020 AD,6,5360f18e00058,TM0058,TS0058,3081,89,PD0017,BERGMUND,Bar furniture,125,Medium,115,S0017,TM0058,25,12,Q4,2020
LA,Baton Rouge,Patricia Taylor,TS0059,Cash,C0059,70801,Other,2/12/1991 AD,33,OR0059,"RAST, TINGBY / LEIFARNE, DAGOTTO, URBAN, HELMER, LÃ…NGFJÃ„LL, HATTEFJÃ„LL, MALINDA",13/12/2022 AD,8,5360f18e00059,TM0059,TS0059,1368,72,PD1421,NORDVIKEN / NORDVIKEN,Chairs,2395,Big,2391,S1421,TM0059,13,12,Q4,2022
UT,Salt Lake City,William Garcia,TS0060,Debit Card,C0060,84111,Male,11/3/2008 AD,16,OR0060,"BJÃ–RKSNÃ„S, INGATORP / INGOLF, SAGSTUA, TRYSIL, MÃ–CKELBY / FANBYN, JUSTINA",18/8/2020 AD,6,5360f18e00060,TM0060,TS0060,3421,54,PD1358,LIDHULT,Chairs,3032,Medium,3023,S1358,TM0060,18,8,Q3,2020
CT,Hartford,Sarah Gonzalez,TS0061,Credit Card,C0061,06103,Other,10/8/2003 AD,21,OR0061,SVENBERTIL,10/11/2023 AD,1,5360f18e00061,TM0061,TS0061,2119,61,PD1644,NORDLI,Chests of drawers & drawer units,140,Big,130,S1644,TM0061,10,11,Q4,2023
OH,Columbus,Joseph Miller,TS0062,Credit Card,C0062,43215,Other,7/11/1999 AD,25,OR0062,"BILLY, KIVIK, JANINGE",8/6/2023 AD,3,5360f18e00062,TM0062,TS0062,4552,57,PD1171,LIDHULT,Chairs,1795,Big,1785,S1171,TM0062,8,6,Q2,2023
KS,Topeka,Charles Jackson,TS0063,Debit Card,C0063,66603,Female,19/6/1991 AD,33,OR0063,"EKEDALEN / EKEDALEN, VASSVIKEN",28/10/2022 AD,2,5360f18e00063,TM0063,TS0063,3956,96,PD1975,NÄMMARÖ,Outdoor furniture,89,Big,86,S1975,TM0063,28,10,Q4,2022
GA,Atlanta,Karen Williams,TS0064,Credit Card,C0064,30301,Female,13/4/1987 AD,37,OR0064,"MALM, ADDE",28/5/2022 AD,2,5360f18e00064,TM0064,TS0064,2486,50,PD1319,VEDBO,Chairs,695,Small,691,S1319,TM0064,28,5,Q2,2022
AR,Little Rock,Richard Taylor,TS0065,Cash,C0065,72201,Other,12/10/2006 AD,18,OR0065,"LURÃ–Y, FRANKLIN, FYRESDAL, RESÃ–, BENÃ–, FUSION, LYCKSELE, KROKHOLMEN",19/10/2023 AD,8,5360f18e00065,TM0065,TS0065,2727,62,PD1182,SUNNEA,Chairs,22,Big,15,S1182,TM0065,19,10,Q4,2023
MD,Annapolis,David Wilson,TS0066,Credit Card,C0066,21401,Female,4/2/1988 AD,36,OR0066,"SKÃ„RHAMN, HATTEFJÃ„LL, OLAUS",4/1/2022 AD,3,5360f18e00066,TM0066,TS0066,1577,82,PD0698,BILLSBRO,Bookcases & shelving units,35,Big,33,S0698,TM0066,4,1,Q1,2022
OK,Oklahoma City,Thomas Moore,TS0067,Debit Card,C0067,73102,Other,1/3/1986 AD,38,OR0067,"LANGUR, VOLFGANG, VADHOLMA, CIRKUSTÃ„LT, OLAUS, HENRIKSDAL, GRUVBYN, MOSSARYD, LÃ„CKÃ–, LIATORP",9/8/2020 AD,10,5360f18e00067,TM0067,TS0067,3534,94,PD1016,BJÖRKÖVIKEN,Cabinets & cupboards,60,Medium,51,S1016,TM0067,9,8,Q3,2020
NE,Lincoln,Jessica Jones,TS0068,Cash,C0068,68508,Female,7/2/1992 AD,32,OR0068,"LISABO / ODGER, BUSA, FEJAN",17/4/2023 AD,3,5360f18e00068,TM0068,TS0068,4828,58,PD1638,BEKANT,Chests of drawers & drawer units,939,Small,932,S1638,TM0068,17,4,Q2,2023
MS,Jackson,Michael Miller,TS0069,Cash,C0069,39201,Female,18/6/1999 AD,25,OR0069,"KOARP, VEBERÃ–D, SULARP, BERTIL",22/8/2023 AD,4,5360f18e00069,TM0069,TS0069,1971,80,PD0715,VITTSJÖ,Bookcases & shelving units,1035,Small,1031,S0715,TM0069,22,8,Q3,2023
SC,Columbia,David Lopez,TS0070,Cash,C0070,29201,Male,7/12/1982 AD,42,OR0070,FREDÃ–N,17/2/2019 AD,1,5360f18e00070,TM0070,TS0070,2390,91,PD1631,NORDLI,Chests of drawers & drawer units,1640,Medium,1637,S1631,TM0070,17,2,Q1,2019
AL,Montgomery,Karen Hernandez,TS0071,Cash,C0071,36104,Female,18/5/1994 AD,30,OR0071,"SINDVIK, TOMMARYD, TOSTERÃ–, HYLLIS, KALLRÃ–R",11/7/2019 AD,5,5360f18e00071,TM0071,TS0071,3263,68,PD1913,TOSTERÖ,Outdoor furniture,103,Small,99,S1913,TM0071,11,7,Q3,2019
OK,Oklahoma City,Susan Williams,TS0072,Credit Card,C0072,73102,Other,14/3/1999 AD,25,OR0072,"SNILLE, BILLY / OXBERG, BUNSÃ–, KOLON, SKOGSTORP, LOTE, MARIUS, PELLO, ASKVOLL",23/10/2023 AD,9,5360f18e00072,TM0072,TS0072,2862,85,PD0585,OXBERG,Bookcases & shelving units,25,Small,16,S0585,TM0072,23,10,Q4,2023
IA,Des Moines,Elizabeth Hernandez,TS0073,Credit Card,C0073,50309,Other,22/9/2005 AD,19,OR0073,"STOCKSUND, MINNEN, BEKANT, LIDKULLEN, NANNARP, HAVSTA",7/2/2022 AD,6,5360f18e00073,TM0073,TS0073,1183,81,PD1281,MÖCKELBY / FANBYN,Chairs,4145,Medium,4138,S1281,TM0073,7,2,Q1,2022
CT,Hartford,Jessica Moore,TS0074,Debit Card,C0074,06103,Other,23/9/1990 AD,34,OR0074,"GRÃ–NADAL, EKET, IKEA PS 2012 / JANINGE, LÃ…NGFJÃ„LL, GAMLARED / LERHAMN",28/4/2022 AD,5,5360f18e00074,TM0074,TS0074,4097,73,PD0602,IVAR,Bookcases & shelving units,5,Small,-2,S0602,TM0074,28,4,Q2,2022
AL,Montgomery,James Lopez,TS0075,Debit Card,C0075,36104,Female,16/8/2005 AD,19,OR0075,SLÃ„HULT/DALSHULT / LEIFARNE,10/5/2022 AD,1,5360f18e00075,TM0075,TS0075,4919,97,PD0789,BILLY / OXBERG,Cabinets & cupboards,228,Big,220,S0789,TM0075,10,5,Q2,2022
NE,Lincoln,John Thomas,TS0076,Cash,C0076,68508,Male,11/8/1984 AD,40,OR0076,"IKEA PS, GAMLARED / STEFAN, STEFAN, SUNNEA, Ã–VRARYD / JANINGE, IVAR",23/8/2021 AD,6,5360f18e00076,TM0076,TS0076,3707,99,PD1553,KULLEN,Chests of drawers & drawer units,299,Big,295,S1553,TM0076,23,8,Q3,2021
AL,Montgomery,Mary Gonzalez,TS0077,Debit Card,C0077,36104,Female,8/6/1999 AD,25,OR0077,"INGATORP / SAKARIAS, STUK, SMÃ…STAD, BAGGANÃ„S, NORRÃ…KER / RÃ–NNINGE, GISTAD, MÃ–RBYLÃ…NGA / BERNHARD, STOCKSUND, EKEDALEN / EKEDALEN",16/11/2021 AD,9,5360f18e00077,TM0077,TS0077,1707,78,PD1386,INGATORP / INGOLF,Chairs,2615,Small,2609,S1386,TM0077,16,11,Q4,2021
NY,Albany,James Martinez,TS0078,Credit Card,C0078,12207,Male,5/2/1988 AD,36,OR0078,"ULRIKSBERG, NORBERG / NISSE, BERNHARD, ROTHULT, BILLY / BOTTNA, BILLY / MORLIDEN, SAGSTUA, GLASSVIK, NORBERG, KALLAX",11/1/2019 AD,10,5360f18e00078,TM0078,TS0078,1568,68,PD1481,EKEDALEN / EKEDALEN,Chairs,1245,Medium,1242,S1481,TM0078,11,1,Q1,2019
TN,Nashville,Charles Lopez,TS0079,Cash,C0079,37219,Other,27/3/1992 AD,32,OR0079,"BENÃ–, TÃ„RENDÃ– / ADDE, EKEDALEN / BERNHARD, GRÃ–NLID",10/10/2020 AD,4,5360f18e00079,TM0079,TS0079,1852,57,PD0659,BROR,Bookcases & shelving units,375,Small,368,S0659,TM0079,10,10,Q4,2020
LA,Baton Rouge,Jessica Miller,TS0080,Credit Card,C0080,70801,Other,18/12/2003 AD,21,OR0080,"BALSBERGET, NORRÃ…KER / NORRARYD, TRANARÃ–, GÃ…RÃ–, KLACKBERG, NOMINELL",27/6/2021 AD,6,5360f18e00080,TM0080,TS0080,3968,84,PD1994,ASKHOLMEN,Outdoor furniture,45,Big,41,S1994,TM0080,27,6,Q2,2021
OH,Columbus,Elizabeth Thomas,TS0081,Credit Card,C0081,43215,Female,28/10/2006 AD,18,OR0081,"MELLTORP / ADDE, STOCKSUND, RÃ–NNINGE, VISTHUS, ALGOT, CIRKUSTÃ„LT",29/8/2019 AD,6,5360f18e00081,TM0081,TS0081,2580,74,PD1514,NORDVIKEN / NORRARYD,Chairs,2535,Small,2527,S1514,TM0081,29,8,Q3,2019
IA,Des Moines,Michael Johnson,TS0082,Cash,C0082,50309,Male,13/11/1995 AD,29,OR0082,"BLÃ…KULLEN, GNEDBY, GUNDE, RYDEBÃ„CK/BACKARYD / JANINGE, BESTÃ…, FREKVENS, KOLON",18/4/2022 AD,7,5360f18e00082,TM0082,TS0082,2261,77,PD0166,HAUGA,TV & media furniture,507.99,Small,500.99,S0166,TM0082,18,4,Q2,2022
MA,Boston,Robert Hernandez,TS0083,Credit Card,C0083,02108,Other,12/1/1984 AD,40,OR0083,"INGATORP / INGOLF, KALLRÃ–R, VITVAL, HEJNE, GNEDBY, MILLBERGET, JULES, INGATORP / SAKARIAS, NÃ„MMARÃ–",4/8/2021 AD,9,5360f18e00083,TM0083,TS0083,3150,91,PD1795,STUVA / FRITIDS,Nursery furniture,995,Big,986,S1795,TM0083,4,8,Q3,2021
ID,Boise,David Garcia,TS0084,Cash,C0084,83702,Other,20/11/1999 AD,25,OR0084,RENBERGET,20/4/2023 AD,1,5360f18e00084,TM0084,TS0084,1676,91,PD0126,MALM,Beds,659,Big,654,S0126,TM0084,20,4,Q2,2023
AK,Juneau,Patricia Williams,TS0085,Cash,C0085,99801,Other,1/3/2000 AD,24,OR0085,"SOLLERÃ–N, GONATT, FYRESDAL",3/3/2021 AD,3,5360f18e00085,TM0085,TS0085,1172,63,PD1500,MÖCKELBY / NORRARYD,Chairs,4055,Big,4047,S1500,TM0085,3,3,Q1,2021
LA,Baton Rouge,Karen Smith,TS0086,Cash,C0086,70801,Other,17/2/2003 AD,21,OR0086,"KROKHOLMEN, ALGOT / BROR, MELLTORP / NILSOVE, FJÃ„LLBO, BILLY / BOTTNA",13/5/2019 AD,5,5360f18e00086,TM0086,TS0086,2513,70,PD1191,MELLTORP / TEODORES,Chairs,579,Medium,569,S1191,TM0086,13,5,Q2,2019
KY,Frankfort,Sarah Jones,TS0087,Cash,C0087,40601,Other,6/6/1996 AD,28,OR0087,"HUSARÃ–, TERJE, NILSOLLE, SLÃ„KT, RIMFORSA, GNEDBY, DETOLF",14/8/2020 AD,7,5360f18e00087,TM0087,TS0087,3144,91,PD0290,HAUGA,Bookcases & shelving units,478,Big,476,S0290,TM0087,14,8,Q3,2020
TX,Austin,Patricia Moore,TS0088,Credit Card,C0088,78701,Other,20/4/1990 AD,34,OR0088,"FYRESDAL, ENETRI, SOLLERÃ–N",12/8/2021 AD,3,5360f18e00088,TM0088,TS0088,3866,97,PD1384,NORRÅKER,Chairs,145,Big,142,S1384,TM0088,12,8,Q3,2021
FL,Tallahassee,Michael Anderson,TS0089,Debit Card,C0089,32301,Female,12/10/2007 AD,17,OR0089,"BINGSTA, TULLSTA, TÃ„RENDÃ– / ADDE, GLADSTAD, BUSA, NORBERG, EKEDALEN, MYDAL, LEIFARNE",15/3/2022 AD,9,5360f18e00089,TM0089,TS0089,3152,76,PD2000,SJÄLLAND,Outdoor furniture,95,Big,91,S2000,TM0089,15,3,Q1,2022
MS,Jackson,Michael Moore,TS0090,Cash,C0090,39201,Other,30/8/2004 AD,20,OR0090,"NOMINELL, HILLARED, EDVALLA, NOLMYRA, EKOLSUND, ODGER, Ã„PPLARÃ–",20/6/2023 AD,7,5360f18e00090,TM0090,TS0090,4362,88,PD1260,FANBYN,Chairs,145,Medium,142,S1260,TM0090,20,6,Q2,2023
CT,Hartford,James Martin,TS0091,Cash,C0091,06103,Other,1/9/1986 AD,38,OR0091,"LÃ…NGFJÃ„LL, RYDEBÃ„CK/BACKARYD / JANINGE, KLACKBERG",16/6/2021 AD,3,5360f18e00091,TM0091,TS0091,4052,84,PD0960,UPPLEVA,Cabinets & cupboards,145,Small,140,S0960,TM0091,16,6,Q2,2021
IN,Indianapolis,Joseph Brown,TS0092,Cash,C0092,46204,Female,22/6/1984 AD,40,OR0092,"VEVELSTAD, VÃ„STANBY/VÃ„STANÃ… / BERNHARD, MELLTORP / NISSE, IKEA PS",8/6/2019 AD,4,5360f18e00092,TM0092,TS0092,2552,75,PD0614,ALGOT,Bookcases & shelving units,474.2,Medium,467.2,S0614,TM0092,8,6,Q2,2019
NY,Albany,Mary Smith,TS0093,Credit Card,C0093,12207,Female,31/8/1982 AD,42,OR0093,"TROGEN, IKEA PS LÃ–MSK, MALSJÃ–, NILSOVE, EKEDALEN / TOBIAS, INGATORP / INGOLF, MELLTORP / NILSOVE, MARIUS, HILLARED",23/8/2021 AD,9,5360f18e00093,TM0093,TS0093,4114,65,PD0583,BESTÅ,Bookcases & shelving units,85,Small,81,S0583,TM0093,23,8,Q3,2021
NJ,Trenton,Jennifer Davis,TS0094,Debit Card,C0094,08608,Male,22/3/1992 AD,32,OR0094,"SVALNÃ„S, HÃ„LLAN, REGISSÃ–R, GISTAD, NORDMELA, LISABO / SVENBERTIL, MILSBO",13/9/2023 AD,7,5360f18e00094,TM0094,TS0094,3371,51,PD1459,BERNHARD,Chairs,745,Medium,738,S1459,TM0094,13,9,Q3,2023
AK,Juneau,Michael Jackson,TS0095,Debit Card,C0095,99801,Male,20/12/2007 AD,17,OR0095,"AGEN, SELSVIKEN",16/3/2021 AD,2,5360f18e00095,TM0095,TS0095,4697,94,PD0887,SELSVIKEN,Cabinets & cupboards,150,Big,140,S0887,TM0095,16,3,Q1,2021
NH,Concord,Patricia Jackson,TS0096,Debit Card,C0096,03301,Other,24/12/2002 AD,22,OR0096,MARKUS,22/9/2021 AD,1,5360f18e00096,TM0096,TS0096,3222,69,PD1699,GODISHUS,Children's furniture,395,Big,389,S1699,TM0096,22,9,Q3,2021
RI,Providence,Joseph Jones,TS0097,Cash,C0097,02903,Male,15/8/1986 AD,38,OR0097,"ANTILOP, ADDE, BRIMNES, IVAR, TUFFING, MÃ–CKELBY / FANBYN",9/4/2021 AD,6,5360f18e00097,TM0097,TS0097,4066,92,PD0819,MARKERAD,Cabinets & cupboards,597,Big,596,S0819,TM0097,9,4,Q2,2021
TX,Austin,Susan Garcia,TS0098,Credit Card,C0098,78701,Male,17/6/1989 AD,35,OR0098,"MÃ–RBYLÃ…NGA / ODGER, NORRÃ…KER / NORRARYD",19/3/2022 AD,2,5360f18e00098,TM0098,TS0098,3759,84,PD0737,EKET,Cabinets & cupboards,311,Medium,301,S0737,TM0098,19,3,Q1,2022
HI,Honolulu,Thomas Martinez,TS0099,Credit Card,C0099,96813,Other,19/11/1996 AD,28,OR0099,"EKEDALEN / EKEDALEN, LYCKSELE LÃ–VÃ…S, GNEDBY",27/5/2022 AD,3,5360f18e00099,TM0099,TS0099,1521,52,PD0481,SEKTION,Bookcases & shelving units,88,Big,84,S0481,TM0099,27,5,Q2,2022
DE,Dover,Jennifer Rodriguez,TS0100,Cash,C0100,19901,Female,7/12/1995 AD,29,OR0100,"GISTAD, NORDEN / RÃ…SKOG, TROLLBERGET, VÃ„STANBY/VÃ„STANÃ… / LEIFARNE",16/12/2021 AD,4,5360f18e00100,TM0100,TS0100,4342,53,PD0675,IVAR,Bookcases & shelving units,245,Big,239,S0675,TM0100,16,12,Q4,2021
PA,Harrisburg,Joseph Thomas,TS0101,Credit Card,C0101,17101,Male,8/11/1997 AD,27,OR0101,"RIKSVIKEN, BILLSBRO, GRÃ–NADAL, STORÃ…, SKOGSTORP, NORDVIKEN / HENRIKSDAL, AGAM, STIG",31/5/2020 AD,8,5360f18e00101,TM0101,TS0101,1307,77,PD0050,SMÅGÖRA,Beds,249,Small,240,S0050,TM0101,31,5,Q2,2020
OK,Oklahoma City,Barbara Miller,TS0102,Cash,C0102,73102,Other,2/2/1997 AD,27,OR0102,INGATORP / INGOLF,5/1/2021 AD,1,5360f18e00102,TM0102,TS0102,4041,65,PD0104,MALM,Beds,299,Medium,289,S0104,TM0102,5,1,Q1,2021
PA,Harrisburg,Sarah Wilson,TS0103,Credit Card,C0103,17101,Female,13/3/2001 AD,23,OR0103,"LANDSKRONA, TERJE, NORNA",28/5/2021 AD,3,5360f18e00103,TM0103,TS0103,4184,51,PD0216,BILLY / OXBERG,Bookcases & shelving units,147,Medium,142,S0216,TM0103,28,5,Q2,2021
FL,Tallahassee,Barbara Martin,TS0104,Debit Card,C0104,32301,Male,23/12/2004 AD,20,OR0104,"TERJE, KYRRE",2/1/2021 AD,2,5360f18e00104,TM0104,TS0104,3604,95,PD1826,TROFAST,Nursery furniture,395,Big,391,S1826,TM0104,2,1,Q1,2021
CT,Hartford,Jennifer Johnson,TS0105,Credit Card,C0105,06103,Female,14/11/2007 AD,17,OR0105,"BRORINGE, EDVALLA, HARRY, LÃ„CKÃ–, LOMMARP",29/9/2020 AD,5,5360f18e00105,TM0105,TS0105,1688,99,PD1022,GALANT,Cabinets & cupboards,3240,Big,3238,S1022,TM0105,29,9,Q3,2020
DE,Dover,David Anderson,TS0106,Cash,C0106,19901,Female,13/6/1998 AD,26,OR0106,"LANEBERG / SVENBERTIL, MARIUS, Ã–RFJÃ„LL, STUVA, STUVA / FRITIDS, BLÃ…MES, STRANDMON, MÃ–RBYLÃ…NGA / ODGER, LILLHÃ–JDEN, ODDBJÃ–RG",2/6/2021 AD,10,5360f18e00106,TM0106,TS0106,1042,64,PD1441,VANGSTA / TEODORES,Chairs,925,Small,922,S1441,TM0106,2,6,Q2,2021
IN,Indianapolis,Robert Lopez,TS0107,Credit Card,C0107,46204,Female,19/8/1987 AD,37,OR0107,"FUSION, LÃ…NGFJÃ„LL, MÃ–CKELBY / NORRARYD, TERJE",20/1/2021 AD,4,5360f18e00107,TM0107,TS0107,2905,55,PD1200,MALINDA,Chairs,25,Medium,17,S1200,TM0107,20,1,Q1,2021
WA,Olympia,David Thomas,TS0108,Credit Card,C0108,98501,Female,12/1/2000 AD,24,OR0108,"MARKUS, GÃ…RÃ– / FREDÃ–N, NORNA, INGATORP / SAKARIAS, MARIUS, BORTBERG, MARTIN, MALSJÃ–, MELLTORP / MARIUS, MAMMUT",28/6/2019 AD,10,5360f18e00108,TM0108,TS0108,4012,73,PD0601,BJURSTA,Bookcases & shelving units,59.99,Big,54.99,S0601,TM0108,28,6,Q2,2019
UT,Salt Lake City,Barbara Lopez,TS0109,Credit Card,C0109,84111,Male,15/10/1991 AD,33,OR0109,"LANEBERG / KARLJAN, TROFAST, TOBIAS",29/5/2020 AD,3,5360f18e00109,TM0109,TS0109,3999,74,PD0600,BESTÅ,Bookcases & shelving units,58,Big,50,S0600,TM0109,29,5,Q2,2020
TX,Austin,Linda Jones,TS0110,Credit Card,C0110,78701,Other,23/2/1987 AD,37,OR0110,"TOSTERÃ–, GRIMSBU, GRUVBYN, MILLBERGET, IKEA PS 2012 / TEODORES, MALINDA, NORDVIKEN / LEIFARNE",23/7/2020 AD,7,5360f18e00110,TM0110,TS0110,4735,82,PD1764,TROFAST,Children's furniture,195,Big,193,S1764,TM0110,23,7,Q3,2020
NY,Albany,William Wilson,TS0111,Credit Card,C0111,12207,Other,22/2/1995 AD,29,OR0111,"RÃ…DVIKEN, SLÃ„KT, OXBERG, NORRARYD, TYSSEDAL, STENSELE",17/5/2019 AD,6,5360f18e00111,TM0111,TS0111,1031,78,PD0932,BAGGANÄS,Cabinets & cupboards,27,Big,22,S0932,TM0111,17,5,Q2,2019
MN,Saint Paul,William Thomas,TS0112,Debit Card,C0112,55102,Other,18/12/1998 AD,26,OR0112,HÃ…VERUD / STIG,3/6/2019 AD,1,5360f18e00112,TM0112,TS0112,1519,63,PD1068,GUNDE,Chairs,30,Small,21,S1068,TM0112,3,6,Q2,2019
MT,Helena,Karen Moore,TS0113,Debit Card,C0113,59601,Other,22/9/1999 AD,25,OR0113,"BOLMEN, TINGBY / LEIFARNE, AGEN, VÃ„STANBY/VÃ„STANÃ… / LEIFARNE, INGATORP / HENRIKSDAL, Ã–STERNÃ„S, KULLEN, TOMMARYD",2/4/2021 AD,8,5360f18e00113,TM0113,TS0113,3854,89,PD1987,FRÖSÖN,Outdoor furniture,15,Medium,10,S1987,TM0113,2,4,Q2,2021
CO,Denver,Karen Hernandez,TS0114,Credit Card,C0114,80202,Female,14/12/1998 AD,26,OR0114,"EKEDALEN, BILLSBRO, VASSVIKEN, VADHOLMA, SNILLE",26/3/2021 AD,5,5360f18e00114,TM0114,TS0114,1594,96,PD1482,MÖRBYLÅNGA / ODGER,Chairs,4265,Small,4262,S1482,TM0114,26,3,Q1,2021
OR,Salem,Barbara Moore,TS0115,Cash,C0115,97301,Other,14/6/1991 AD,33,OR0115,"TROGEN, DELAKTIG, MALM, GLADSTAD, LAPPVIKEN, IKEA PS, INGATORP / INGOLF, LISABO / JANINGE, ORRNÃ„S, BUSSAN",10/11/2020 AD,10,5360f18e00115,TM0115,TS0115,3880,83,PD1339,SVENBERTIL,Chairs,310,Medium,307,S1339,TM0115,10,11,Q4,2020
OH,Columbus,Elizabeth Anderson,TS0116,Credit Card,C0116,43215,Other,25/1/2008 AD,16,OR0116,"LYCKSELE LÃ–VÃ…S, FYRESDAL, PLATSA, MELLTORP / TEODORES, MÃ–RBYLÃ…NGA / BERNHARD",22/6/2023 AD,5,5360f18e00116,TM0116,TS0116,1975,71,PD0142,BRIMNES,Beds,369,Medium,359,S0142,TM0116,22,6,Q2,2023
ID,Boise,Joseph Johnson,TS0117,Credit Card,C0117,83702,Male,3/11/1980 AD,44,OR0117,"VÃ„STANBY/VÃ„STANÃ… / BERNHARD, SOLGUL, LAIVA, LOMMARP, NORDVIKEN / NORRARYD, UTÃ…KER, BÃ–RJE, STIG, HYLLIS, FINNALA",7/12/2023 AD,10,5360f18e00117,TM0117,TS0117,1072,90,PD0218,BILLY,Bookcases & shelving units,109,Small,100,S0218,TM0117,7,12,Q4,2023
NY,Albany,Patricia Taylor,TS0118,Cash,C0118,12207,Other,8/7/1994 AD,30,OR0118,"NORDKISA, UTTER, TRANARÃ–, BUSA",13/2/2021 AD,4,5360f18e00118,TM0118,TS0118,4014,51,PD0816,BRIMNES,Cabinets & cupboards,952,Small,948,S0816,TM0118,13,2,Q1,2021
NY,Albany,Barbara Martinez,TS0119,Debit Card,C0119,12207,Male,26/2/1983 AD,41,OR0119,"ENERYDA, MASTHOLMEN, ALGOT, BERGMUND, LYCKSELE, GERSBY",11/12/2021 AD,6,5360f18e00119,TM0119,TS0119,4179,88,PD0799,GALANT,Cabinets & cupboards,5290,Medium,5289,S0799,TM0119,11,12,Q4,2021
